nextJobTwo,nextJobOne,jobId,CaBRating,city,id,state,WLBRating,title,company,CaVRating,CORating,numJobs,SLRating
account manager,executive assistant,134375,4.5,Frederick,6829,MD,3.8,Social Media Coordinator,Facebook,4.5,4.3,2,4.2
,,104677,4.5,Frederick,6830,MD,3.8,Windows SQL Server Specialist and Database Administrator,Facebook,4.5,4.3,2,4.2
director,senior software engineer,51535,4.5,Frederick,6831,MD,3.8,Consultant,Facebook,4.5,4.3,2,4.2
,,43645,4.5,Warren,6832,NJ,3.8,Financial Services Representative I,Facebook,4.5,4.3,27,4.2
customer service representative,head teller,20857,4.5,Warren,6833,NJ,3.8,Teller I,Facebook,4.5,4.3,21,4.2
administrative assistant,sales associate,60233,4.5,Warren,6834,NJ,3.8,Customer Service Representative I,Facebook,4.5,4.3,13,4.2
sales associate,customer service representative,26256,4.5,Warren,6835,NJ,3.8,Store Supervisor,Facebook,4.5,4.3,10,4.2
member service representative,receptionist,33688,4.5,Warren,6836,NJ,3.8,Head Teller,Facebook,4.5,4.3,10,4.2
account manager,executive assistant,134375,4.5,Warren,6837,NJ,3.8,Social Media Coordinator,Facebook,4.5,4.3,9,4.2
,,690002,4.5,Warren,6838,NJ,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,8,4.2
,,214607,4.5,Warren,6839,NJ,3.8,Social Media Associate,Facebook,4.5,4.3,7,4.2
,,57646,4.5,Warren,6840,NJ,3.8,Marketing Coordinator,Facebook,4.5,4.3,7,4.2
legal intern,staff writer,194651,4.5,Warren,6841,NJ,3.8,Social Media Intern,Facebook,4.5,4.3,6,4.2
,,215345,4.5,Warren,6842,NJ,3.8,Outside Sales/Account Representative,Facebook,4.5,4.3,6,4.2
account manager,branch manager,14087,4.5,Warren,6843,NJ,3.8,Mortgage Loan Officer,Facebook,4.5,4.3,5,4.2
,,6538,4.5,Warren,6844,NJ,3.8,CISO,Facebook,4.5,4.3,4,4.2
technical recruiter,office manager,32680,4.5,Warren,6845,NJ,3.8,Recruiter,Facebook,4.5,4.3,4,4.2
,,106933,4.5,Warren,6846,NJ,3.8,IT Audit Compliance Specialist,Facebook,4.5,4.3,4,4.2
,marketing manager,68707,4.5,Warren,6847,NJ,3.8,Social Media Specialist,Facebook,4.5,4.3,4,4.2
intern,administrative assistant,57607,4.5,Warren,6848,NJ,3.8,Marketing Associate,Facebook,4.5,4.3,4,4.2
,,472028,4.5,Warren,6849,NJ,3.8,Data Scientist - Analytics,Facebook,4.5,4.3,4,4.2
,,371530,4.5,Warren,6850,NJ,3.8,Social Media Editor,Facebook,4.5,4.3,4,4.2
marketing associate,volunteer,13314,4.5,Warren,6851,NJ,3.8,Marketing Intern,Facebook,4.5,4.3,4,4.2
,,281350,4.5,Warren,6852,NJ,3.8,Data Strategist,Facebook,4.5,4.3,4,4.2
associate producer,video editor director of photography,47407,4.5,Warren,6853,NJ,3.8,Video Editor,Facebook,4.5,4.3,4,4.2
,,29637,4.5,Warren,6854,NJ,3.8,Investment Banking Summer Analyst,Facebook,4.5,4.3,3,4.2
,,29598,4.5,Warren,6855,NJ,3.8,Investigative Analyst,Facebook,4.5,4.3,3,4.2
,,133146,4.5,Warren,6856,NJ,3.8,Marketing Communications Intern,Facebook,4.5,4.3,3,4.2
business analyst,account manager,13212,4.5,Warren,6857,NJ,3.8,Media Analyst,Facebook,4.5,4.3,3,4.2
,,248292,4.5,Bel Air,6858,MD,3.8,Digital Marketing Coordinator,Facebook,4.5,4.3,4,4.2
electronics technician,quality inspector,55651,4.5,Bel Air,6859,MD,3.8,Quality Control Technician,Facebook,4.5,4.3,3,4.2
packaging mechanic,machinist,19589,4.5,Bel Air,6860,MD,3.8,Maintenance Mechanic,Facebook,4.5,4.3,3,4.2
laborer,warehouse worker,20001,4.5,Bel Air,6861,MD,3.8,Machine Operator,Facebook,4.5,4.3,3,4.2
software engineer,database developer,61011,4.5,Bel Air,6862,MD,3.8,Database Administrator,Facebook,4.5,4.3,3,4.2
contractor,it consultant,64814,4.5,Bel Air,6863,MD,3.8,Systems Administrator,Facebook,4.5,4.3,2,4.2
,,4279,4.5,Bel Air,6864,MD,3.8,Software Engineer,Facebook,4.5,4.3,2,4.2
safety regulations,truck driver,27022,4.5,Bel Air,6865,MD,3.8,Fork Lift Driver,Facebook,4.5,4.3,2,4.2
marketing and sales representative,marketing associate,11483,4.5,Bel Air,6866,MD,3.8,SEO Specialist,Facebook,4.5,4.3,2,4.2
laborer,warehouse worker,27025,4.5,Bel Air,6867,MD,3.8,Forklift Driver,Facebook,4.5,4.3,2,4.2
manager,supervisor,60396,4.5,Bel Air,6868,MD,3.8,Delivery Driver,Facebook,4.5,4.3,1,4.2
,,85197,4.5,Bel Air,6869,MD,3.8,GUI Developer,Facebook,4.5,4.3,1,4.2
senior systems engineer,software development engineer,20522,4.5,Bel Air,6870,MD,3.8,Systems Software Engineer,Facebook,4.5,4.3,1,4.2
web designer,production artist,61234,4.5,Bel Air,6871,MD,3.8,Production Designer,Facebook,4.5,4.3,1,4.2
account manager,executive assistant,134375,4.5,Bel Air,6872,MD,3.8,Social Media Coordinator,Facebook,4.5,4.3,1,4.2
,,52696,4.5,Bel Air,6873,MD,3.8,Network Intelligence Analyst,Facebook,4.5,4.3,1,4.2
,,434236,4.5,Bel Air,6874,MD,3.8,Social Media Marketing Analyst,Facebook,4.5,4.3,1,4.2
,,1440998,4.5,Bel Air,6875,MD,3.8,CDL Fuel Driver,Facebook,4.5,4.3,1,4.2
,,127064,4.5,Bel Air,6876,MD,3.8,Mid-level Software Engineer,Facebook,4.5,4.3,1,4.2
,,127297,4.5,Bel Air,6877,MD,3.8,Wings Team,Facebook,4.5,4.3,1,4.2
senior software engineer,senior developer,3566,4.5,Bel Air,6878,MD,3.8,Java Developer,Facebook,4.5,4.3,1,4.2
,,285707,4.5,Bel Air,6879,MD,3.8,Student Marketing Assistant,Facebook,4.5,4.3,1,4.2
,senior software engineer,30270,4.5,Bel Air,6880,MD,3.8,Software Developer,Facebook,4.5,4.3,1,4.2
,,232906,4.5,Bel Air,6881,MD,3.8,Software Engineer - Platform,Facebook,4.5,4.3,1,4.2
,,401979,4.5,Bel Air,6882,MD,3.8,Cloud Software Engineer,Facebook,4.5,4.3,1,4.2
,,829390,4.5,Bel Air,6883,MD,3.8,Payment Posting Specialist,Facebook,4.5,4.3,1,4.2
,,765324,4.5,Bel Air,6884,MD,3.8,"Software Engineer, JR",Facebook,4.5,4.3,1,4.2
,it manager,52481,4.5,Bel Air,6885,MD,3.8,Network Engineer,Facebook,4.5,4.3,1,4.2
infrastructure analyst,programmer,19070,4.5,Bel Air,6886,MD,3.8,Linux Systems Administrator,Facebook,4.5,4.3,1,4.2
junior level intelligence analyst,sigint analyst,9849,4.5,Bel Air,6887,MD,3.8,Intelligence Analyst,Facebook,4.5,4.3,1,4.2
,,204971,4.5,Bel Air,6888,MD,3.8,Insurance Collection Specialist,Facebook,4.5,4.3,1,4.2
account manager,supervisor,60210,4.5,Bel Air,6889,MD,3.8,Customer Service Representative,Facebook,4.5,4.3,1,4.2
software developer,test engineer,4457,4.5,Bel Air,6890,MD,3.8,Software Tester,Facebook,4.5,4.3,1,4.2
office administrator,case manager,9802,4.5,Bel Air,6891,MD,3.8,Intake Specialist,Facebook,4.5,4.3,1,4.2
,,228728,4.5,Bel Air,6892,MD,3.8,Corp Recruiter,Facebook,4.5,4.3,1,4.2
construction manager,construction superintendent,64181,4.5,Bel Air,6893,MD,3.8,Superintendent,Facebook,4.5,4.3,1,4.2
,,465064,4.5,Bel Air,6894,MD,3.8,Social Media Marketing Associate,Facebook,4.5,4.3,1,4.2
senior qa analyst,qa engineer,4447,4.5,Bel Air,6895,MD,3.8,Software Test Engineer,Facebook,4.5,4.3,1,4.2
systems engineer,information security analyst supervisor,16886,4.5,Bel Air,6896,MD,3.8,Information Systems Security Officer,Facebook,4.5,4.3,1,4.2
,,1257676,4.5,Smyrna,6897,TN,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,6,4.2
,,510908,4.5,Smyrna,6898,TN,3.8,Am Server,Facebook,4.5,4.3,3,4.2
,,748753,4.5,Smyrna,6899,TN,3.8,Delivery Driver Associate,Facebook,4.5,4.3,3,4.2
director,senior software engineer,51535,4.5,Smyrna,6900,TN,3.8,Consultant,Facebook,4.5,4.3,2,4.2
,,726948,4.5,Smyrna,6901,TN,3.8,Medical Collection Specialist,Facebook,4.5,4.3,2,4.2
,,1440998,4.5,Smyrna,6902,TN,3.8,CDL Fuel Driver,Facebook,4.5,4.3,2,4.2
accounts payable specialist,office manager,23488,4.5,Smyrna,6903,TN,3.8,Accounting Clerk,Facebook,4.5,4.3,1,4.2
senior staff accountant,financial analyst,5361,4.5,Smyrna,6904,TN,3.8,Staff Accountant,Facebook,4.5,4.3,1,4.2
,,32853,4.5,Smyrna,6905,TN,3.8,Reach Truck Operator,Facebook,4.5,4.3,1,4.2
general manager,account executive,1040,4.5,Smyrna,6906,TN,3.8,Outside Sales Representative,Facebook,4.5,4.3,1,4.2
,,857465,4.5,Smyrna,6907,TN,3.8,PM Server,Facebook,4.5,4.3,1,4.2
,,50200,4.5,Smyrna,6908,TN,3.8,Retail Co-Worker,Facebook,4.5,4.3,1,4.2
bookkeeper,payroll,47039,4.5,Smyrna,6909,TN,3.8,Payroll Specialist,Facebook,4.5,4.3,1,4.2
manager,general manager,53060,4.5,Smyrna,6910,TN,3.8,Night Auditor,Facebook,4.5,4.3,1,4.2
,,273706,4.5,Smyrna,6911,TN,3.8,Social Media Moderator,Facebook,4.5,4.3,1,4.2
director,senior manager,5195,4.5,Smyrna,6912,TN,3.8,Strategy Consultant,Facebook,4.5,4.3,1,4.2
,,208612,4.5,Smyrna,6913,TN,3.8,Laundry Worker,Facebook,4.5,4.3,1,4.2
,,289430,4.5,Smyrna,6914,TN,3.8,Cherry Picker Operator,Facebook,4.5,4.3,1,4.2
,,127297,4.5,Smyrna,6915,TN,3.8,Wings Team,Facebook,4.5,4.3,1,4.2
owner,account manager,43918,4.5,Smyrna,6916,TN,3.8,Financial Advisor,Facebook,4.5,4.3,1,4.2
senior software engineer,senior developer,3566,4.5,Smyrna,6917,TN,3.8,Java Developer,Facebook,4.5,4.3,1,4.2
,,56297,4.5,Smyrna,6918,TN,3.8,Receptionist,Facebook,4.5,4.3,1,4.2
,,57646,4.5,Smyrna,6919,TN,3.8,Marketing Coordinator,Facebook,4.5,4.3,1,4.2
accounts receivable manager,staff accountant,15375,4.5,Smyrna,6920,TN,3.8,Accounts Receivable Specialist,Facebook,4.5,4.3,1,4.2
business analyst,systems analyst,8622,4.5,Smyrna,6921,TN,3.8,Analyst,Facebook,4.5,4.3,1,4.2
,,146192,4.5,Smyrna,6922,TN,3.8,SAP BW/BI Developer,Facebook,4.5,4.3,1,4.2
accounts payable analyst,accounts payable coordinator,15357,4.5,Smyrna,6923,TN,3.8,Accounts Payable Specialist,Facebook,4.5,4.3,1,4.2
,,121585,4.5,Smyrna,6924,TN,3.8,Breakfast Host,Facebook,4.5,4.3,1,4.2
,,43645,4.5,Ridgewood,6925,NJ,3.8,Financial Services Representative I,Facebook,4.5,4.3,27,4.2
customer service representative,head teller,20857,4.5,Ridgewood,6926,NJ,3.8,Teller I,Facebook,4.5,4.3,21,4.2
administrative assistant,sales associate,60233,4.5,Ridgewood,6927,NJ,3.8,Customer Service Representative I,Facebook,4.5,4.3,13,4.2
sales associate,customer service representative,26256,4.5,Ridgewood,6928,NJ,3.8,Store Supervisor,Facebook,4.5,4.3,10,4.2
member service representative,receptionist,33688,4.5,Ridgewood,6929,NJ,3.8,Head Teller,Facebook,4.5,4.3,10,4.2
account manager,executive assistant,134375,4.5,Ridgewood,6930,NJ,3.8,Social Media Coordinator,Facebook,4.5,4.3,9,4.2
,,690002,4.5,Ridgewood,6931,NJ,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,8,4.2
,,214607,4.5,Ridgewood,6932,NJ,3.8,Social Media Associate,Facebook,4.5,4.3,7,4.2
,,57646,4.5,Ridgewood,6933,NJ,3.8,Marketing Coordinator,Facebook,4.5,4.3,7,4.2
legal intern,staff writer,194651,4.5,Ridgewood,6934,NJ,3.8,Social Media Intern,Facebook,4.5,4.3,6,4.2
,,215345,4.5,Ridgewood,6935,NJ,3.8,Outside Sales/Account Representative,Facebook,4.5,4.3,6,4.2
account manager,branch manager,14087,4.5,Ridgewood,6936,NJ,3.8,Mortgage Loan Officer,Facebook,4.5,4.3,5,4.2
,,6538,4.5,Ridgewood,6937,NJ,3.8,CISO,Facebook,4.5,4.3,4,4.2
technical recruiter,office manager,32680,4.5,Ridgewood,6938,NJ,3.8,Recruiter,Facebook,4.5,4.3,4,4.2
,,106933,4.5,Ridgewood,6939,NJ,3.8,IT Audit Compliance Specialist,Facebook,4.5,4.3,4,4.2
,marketing manager,68707,4.5,Ridgewood,6940,NJ,3.8,Social Media Specialist,Facebook,4.5,4.3,4,4.2
intern,administrative assistant,57607,4.5,Ridgewood,6941,NJ,3.8,Marketing Associate,Facebook,4.5,4.3,4,4.2
,,472028,4.5,Ridgewood,6942,NJ,3.8,Data Scientist - Analytics,Facebook,4.5,4.3,4,4.2
,,371530,4.5,Ridgewood,6943,NJ,3.8,Social Media Editor,Facebook,4.5,4.3,4,4.2
marketing associate,volunteer,13314,4.5,Ridgewood,6944,NJ,3.8,Marketing Intern,Facebook,4.5,4.3,4,4.2
,,281350,4.5,Ridgewood,6945,NJ,3.8,Data Strategist,Facebook,4.5,4.3,4,4.2
associate producer,video editor director of photography,47407,4.5,Ridgewood,6946,NJ,3.8,Video Editor,Facebook,4.5,4.3,4,4.2
,,29637,4.5,Ridgewood,6947,NJ,3.8,Investment Banking Summer Analyst,Facebook,4.5,4.3,3,4.2
,,29598,4.5,Ridgewood,6948,NJ,3.8,Investigative Analyst,Facebook,4.5,4.3,3,4.2
,,133146,4.5,Ridgewood,6949,NJ,3.8,Marketing Communications Intern,Facebook,4.5,4.3,3,4.2
business analyst,account manager,13212,4.5,Ridgewood,6950,NJ,3.8,Media Analyst,Facebook,4.5,4.3,3,4.2
,,391025,4.5,Cullowhee,6951,NC,3.8,Noon Hour Supervisor,Facebook,4.5,4.3,3,4.2
cashier,cna,56787,4.5,Elmhurst,6952,IL,3.8,Certified Nursing Assistant,Facebook,4.5,4.3,13,4.2
home health aide,dietary aide,38373,4.5,Elmhurst,6953,IL,3.8,Food Service Worker,Facebook,4.5,4.3,9,4.2
account manager,supervisor,60210,4.5,Elmhurst,6954,IL,3.8,Customer Service Representative,Facebook,4.5,4.3,7,4.2
lead cook,prep cook,45091,4.5,Elmhurst,6955,IL,3.8,Cook,Facebook,4.5,4.3,6,4.2
,,74370,4.5,Elmhurst,6956,IL,3.8,Marketing Internship,Facebook,4.5,4.3,6,4.2
contractor,content producer,4690,4.5,Elmhurst,6957,IL,3.8,Social Media Strategist,Facebook,4.5,4.3,5,4.2
account manager,executive assistant,134375,4.5,Elmhurst,6958,IL,3.8,Social Media Coordinator,Facebook,4.5,4.3,4,4.2
intern,sales associate,59503,4.5,Elmhurst,6959,IL,3.8,Crew Member,Facebook,4.5,4.3,4,4.2
phlebotomist,medical assistant,1329,4.5,Elmhurst,6960,IL,3.8,Patient Care Technician,Facebook,4.5,4.3,4,4.2
,,618828,4.5,Elmhurst,6961,IL,3.8,Recruitment Sourcing Specialist,Facebook,4.5,4.3,3,4.2
controller,project manager,43960,4.5,Elmhurst,6962,IL,3.8,Financial Analyst,Facebook,4.5,4.3,3,4.2
,,1257676,4.5,Elmhurst,6963,IL,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,3,4.2
,,357134,4.5,Elmhurst,6964,IL,3.8,Driver - Hourly,Facebook,4.5,4.3,3,4.2
,,519552,4.5,Elmhurst,6965,IL,3.8,Social Media Analyst Intern,Facebook,4.5,4.3,3,4.2
,,451269,4.5,Elmhurst,6966,IL,3.8,Patient Access Representative I,Facebook,4.5,4.3,3,4.2
,,158475,4.5,Elmhurst,6967,IL,3.8,Staff Nurse I,Facebook,4.5,4.3,3,4.2
executive assistant,executive administrative assistant,15954,4.5,Elmhurst,6968,IL,3.8,Administrative Assistant,Facebook,4.5,4.3,3,4.2
,,101403,4.5,Elmhurst,6969,IL,3.8,Digital Coordinator,Facebook,4.5,4.3,3,4.2
case manager,substitute teacher,13518,4.5,Elmhurst,6970,IL,3.8,Mental Health Counselor,Facebook,4.5,4.3,3,4.2
,,727020,4.5,Elmhurst,6971,IL,3.8,Corporate Legal Secretary,Facebook,4.5,4.3,2,4.2
,,201530,4.5,Elmhurst,6972,IL,3.8,CNA/Unit Secretary,Facebook,4.5,4.3,2,4.2
field marketing manager,financial analyst,44031,4.5,Elmhurst,6973,IL,3.8,Sales Operations Analyst,Facebook,4.5,4.3,2,4.2
,,348614,4.5,Elmhurst,6974,IL,3.8,Junior Mobile Developer,Facebook,4.5,4.3,2,4.2
,,30488,4.5,Elmhurst,6975,IL,3.8,Solutions Architect,Facebook,4.5,4.3,2,4.2
camp counselor,graduate assistant,50514,4.5,Elmhurst,6976,IL,3.8,Resident Assistant,Facebook,4.5,4.3,2,4.2
,,690002,4.5,Elmhurst,6977,IL,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,2,4.2
server,research intern,122590,4.5,Elmhurst,6978,IL,3.8,Public Relations &amp; Communications Intern,Facebook,4.5,4.3,2,4.2
,,1112547,4.5,Elmhurst,6979,IL,3.8,Back-end PHP Developer,Facebook,4.5,4.3,2,4.2
,,13596,4.5,Danville,6980,IL,3.8,Merchandiser,Facebook,4.5,4.3,1,4.2
customer service representative,head teller,20857,4.5,Drexel Hill,6981,PA,3.8,Teller I,Facebook,4.5,4.3,36,4.2
,,43645,4.5,Drexel Hill,6982,PA,3.8,Financial Services Representative I,Facebook,4.5,4.3,11,4.2
administrative assistant,sales associate,60233,4.5,Drexel Hill,6983,PA,3.8,Customer Service Representative I,Facebook,4.5,4.3,5,4.2
,,62853,4.5,Drexel Hill,6984,PA,3.8,BUSINESS SYSTEMS SPECIALIST,Facebook,4.5,4.3,5,4.2
,,342990,4.5,Drexel Hill,6985,PA,3.8,Information Analyst IV,Facebook,4.5,4.3,5,4.2
member service representative,receptionist,33688,4.5,Drexel Hill,6986,PA,3.8,Head Teller,Facebook,4.5,4.3,5,4.2
,,848566,4.5,Drexel Hill,6987,PA,3.8,Social Media Content Specialist,Facebook,4.5,4.3,5,4.2
,,122703,4.5,Drexel Hill,6988,PA,3.8,ATM Analyst,Facebook,4.5,4.3,4,4.2
,,68017,4.5,Drexel Hill,6989,PA,3.8,C++ Software Developer,Facebook,4.5,4.3,4,4.2
,,248079,4.5,Drexel Hill,6990,PA,3.8,Facilities Operations Analyst,Facebook,4.5,4.3,4,4.2
,,61856,4.5,Drexel Hill,6991,PA,3.8,Banking Specialist I,Facebook,4.5,4.3,4,4.2
,,54209,4.5,Drexel Hill,6992,PA,3.8,Digital Designer,Facebook,4.5,4.3,4,4.2
manager,project manager,33356,4.5,Drexel Hill,6993,PA,3.8,Reporting Analyst,Facebook,4.5,4.3,4,4.2
,,85706,4.5,Drexel Hill,6994,PA,3.8,Human Resources Systems Analyst,Facebook,4.5,4.3,4,4.2
,,699285,4.5,Drexel Hill,6995,PA,3.8,Loan Ops Representative IV,Facebook,4.5,4.3,4,4.2
,,57646,4.5,Drexel Hill,6996,PA,3.8,Marketing Coordinator,Facebook,4.5,4.3,4,4.2
,,283340,4.5,Drexel Hill,6997,PA,3.8,Corporate Tax Accountant,Facebook,4.5,4.3,3,4.2
,,80638,4.5,Drexel Hill,6998,PA,3.8,Corporate Accountant-analyst,Facebook,4.5,4.3,3,4.2
forklift operator,security officer,47759,4.5,Drexel Hill,6999,PA,3.8,Warehouse Worker,Facebook,4.5,4.3,3,4.2
corporate recruiter,contract it recruiter,1070,4.5,Drexel Hill,7000,PA,3.8,Contract Recruiter,Facebook,4.5,4.3,3,4.2
consultant,program director,37509,4.5,Drexel Hill,7001,PA,3.8,Psychologist,Facebook,4.5,4.3,3,4.2
,,45282,4.5,Drexel Hill,7002,PA,3.8,Corporate Financial Analyst,Facebook,4.5,4.3,3,4.2
,project lead,2607,4.5,Drexel Hill,7003,PA,3.8,Associate Business Analyst,Facebook,4.5,4.3,3,4.2
executive assistant,executive administrative assistant,15954,4.5,Drexel Hill,7004,PA,3.8,Administrative Assistant,Facebook,4.5,4.3,3,4.2
,,496048,4.5,Drexel Hill,7005,PA,3.8,Microsoft Exchange Engineer,Facebook,4.5,4.3,3,4.2
human resources administrator,administrative assistant,34134,4.5,Drexel Hill,7006,PA,3.8,Human Resources Assistant,Facebook,4.5,4.3,2,4.2
director,regional sales manager,36925,4.5,Drexel Hill,7007,PA,3.8,Product Specialist,Facebook,4.5,4.3,2,4.2
sales manager,owner,15302,4.5,South Bend,7008,IN,3.8,Account Representative,Facebook,4.5,4.3,3,4.2
sales associate,production worker,21292,4.5,South Bend,7009,IN,3.8,General Laborer,Facebook,4.5,4.3,1,4.2
,manager,50838,4.5,South Bend,7010,IN,3.8,Sales Associate,Facebook,4.5,4.3,1,4.2
project manager,quality manager,15661,4.5,South Bend,7011,IN,3.8,Advanced Manufacturing Engineer,Facebook,4.5,4.3,1,4.2
,,353693,4.5,Avon,7012,OH,3.8,Digital Community Specialist,Facebook,4.5,4.3,6,4.2
,,26686,4.5,Avon,7013,OH,3.8,Financial Planning Analyst,Facebook,4.5,4.3,4,4.2
lead cook,prep cook,45091,4.5,Avon,7014,OH,3.8,Cook,Facebook,4.5,4.3,3,4.2
account manager,executive assistant,134375,4.5,Avon,7015,OH,3.8,Social Media Coordinator,Facebook,4.5,4.3,3,4.2
,,684715,4.5,Avon,7016,OH,3.8,Reporter/MMJ,Facebook,4.5,4.3,2,4.2
,,690002,4.5,Avon,7017,OH,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,2,4.2
sales floor team member meat,food team leader,63261,4.5,Avon,7018,OH,3.8,Logistics Team Member,Facebook,4.5,4.3,2,4.2
marketing associate,volunteer,13314,4.5,Avon,7019,OH,3.8,Marketing Intern,Facebook,4.5,4.3,2,4.2
,,1257676,4.5,Avon,7020,OH,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,1,4.2
,,43645,4.5,Avon,7021,OH,3.8,Financial Services Representative I,Facebook,4.5,4.3,1,4.2
senior financial analyst,consultant,41427,4.5,Avon,7022,OH,3.8,Plant Controller,Facebook,4.5,4.3,1,4.2
,,931037,4.5,Avon,7023,OH,3.8,International Graphic Designer,Facebook,4.5,4.3,1,4.2
manager,project manager,52431,4.5,Avon,7024,OH,3.8,Network Administrator,Facebook,4.5,4.3,1,4.2
senior systems analyst,contractor,62650,4.5,Avon,7025,OH,3.8,Business Systems Analyst,Facebook,4.5,4.3,1,4.2
,,1440998,4.5,Avon,7026,OH,3.8,CDL Fuel Driver,Facebook,4.5,4.3,1,4.2
,,179975,4.5,Avon,7027,OH,3.8,Marketing Administration Specialist,Facebook,4.5,4.3,1,4.2
security administrator,senior computer operator,65451,4.5,Avon,7028,OH,3.8,Applications Support Analyst,Facebook,4.5,4.3,1,4.2
,,555038,4.5,Avon,7029,OH,3.8,Adminisrtative Assistant,Facebook,4.5,4.3,1,4.2
planning assistant,assistant manager,28308,4.5,Avon,7030,OH,3.8,Sales Trainee,Facebook,4.5,4.3,1,4.2
,senior software engineer,123068,4.5,Avon,7031,OH,3.8,Android Developer,Facebook,4.5,4.3,1,4.2
mechanical cad designer,contracts,710776,4.5,Avon,7032,OH,3.8,E&amp;I Supervisor,Facebook,4.5,4.3,1,4.2
,,127297,4.5,Avon,7033,OH,3.8,Wings Team,Facebook,4.5,4.3,1,4.2
member service representative,receptionist,33688,4.5,Avon,7034,OH,3.8,Head Teller,Facebook,4.5,4.3,1,4.2
security officer,security guard,30106,4.5,Avon,7035,OH,3.8,Shift Supervisor,Facebook,4.5,4.3,1,4.2
,,232704,4.5,Avon,7036,OH,3.8,Warehouse Loader,Facebook,4.5,4.3,1,4.2
sales associate,production worker,21292,4.5,Avon,7037,OH,3.8,General Laborer,Facebook,4.5,4.3,1,4.2
interface developer,html developer,14319,4.5,Avon,7038,OH,3.8,UI Developer,Facebook,4.5,4.3,1,4.2
,,1257676,4.5,Katy,7039,TX,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,9,4.2
,,31205,4.5,Katy,7040,TX,3.8,Energy Market Analyst,Facebook,4.5,4.3,6,4.2
,,1257461,4.5,Katy,7041,TX,3.8,Continuous Process Improvement Analyst,Facebook,4.5,4.3,5,4.2
,,298593,4.5,Katy,7042,TX,3.8,Maintenance Mechanic I,Facebook,4.5,4.3,5,4.2
pc technician,commercial escrow assistant,42761,4.5,Katy,7043,TX,3.8,Escrow Officer,Facebook,4.5,4.3,4,4.2
,,129336,4.5,Katy,7044,TX,3.8,Regional Sales Specialist,Facebook,4.5,4.3,4,4.2
,,239120,4.5,Katy,7045,TX,3.8,Mobile Programmer Analyst,Facebook,4.5,4.3,3,4.2
production manager,production supervisor,47752,4.5,Katy,7046,TX,3.8,Warehouse Supervisor,Facebook,4.5,4.3,3,4.2
"&#034;product engineer
	compliance manager&#034;",manager,31200,4.5,Katy,7047,TX,3.8,Energy Engineer,Facebook,4.5,4.3,3,4.2
business office manager,loan processor,45791,4.5,Katy,7048,TX,3.8,Customer Relations Specialist,Facebook,4.5,4.3,3,4.2
head baker,pastry cook,1268,4.5,Katy,7049,TX,3.8,Pastry Chef,Facebook,4.5,4.3,3,4.2
,,312054,4.5,Katy,7050,TX,3.8,Food Prep Worker,Facebook,4.5,4.3,2,4.2
,assistant actuary,18100,4.5,Katy,7051,TX,3.8,Actuarial Assistant,Facebook,4.5,4.3,2,4.2
manufacturing supervisor,operations manager,36980,4.5,Katy,7052,TX,3.8,Production,Facebook,4.5,4.3,2,4.2
supervisor,sales representative,13484,4.5,Katy,7053,TX,3.8,Membership Coordinator,Facebook,4.5,4.3,2,4.2
,,29992,4.5,Katy,7054,TX,3.8,IT Programmer/Analyst,Facebook,4.5,4.3,2,4.2
contractor,instructional design consultant,29284,4.5,Katy,7055,TX,3.8,Instructional Designer,Facebook,4.5,4.3,2,4.2
planning assistant,assistant manager,28308,4.5,Katy,7056,TX,3.8,Sales Trainee,Facebook,4.5,4.3,2,4.2
,,127297,4.5,Katy,7057,TX,3.8,Wings Team,Facebook,4.5,4.3,2,4.2
,,1078058,4.5,Katy,7058,TX,3.8,Web &amp; Social Media Specialist,Facebook,4.5,4.3,2,4.2
project manager,marketing manager,12865,4.5,Katy,7059,TX,3.8,Market Research Analyst,Facebook,4.5,4.3,1,4.2
legal intern,staff writer,194651,4.5,Katy,7060,TX,3.8,Social Media Intern,Facebook,4.5,4.3,1,4.2
,,563163,4.5,Katy,7061,TX,3.8,Business Planning Financial Analyst,Facebook,4.5,4.3,1,4.2
customer service,customer service representative,34413,4.5,Katy,7062,TX,3.8,Host,Facebook,4.5,4.3,1,4.2
account manager,account executive,13373,4.5,Katy,7063,TX,3.8,Marketing Representative,Facebook,4.5,4.3,1,4.2
,vice president,136303,4.5,Katy,7064,TX,3.8,Digital Marketing Intern,Facebook,4.5,4.3,1,4.2
,,13596,4.5,Katy,7065,TX,3.8,Merchandiser,Facebook,4.5,4.3,1,4.2
,,43645,4.5,Yonkers,7066,NY,3.8,Financial Services Representative I,Facebook,4.5,4.3,27,4.2
customer service representative,head teller,20857,4.5,Yonkers,7067,NY,3.8,Teller I,Facebook,4.5,4.3,21,4.2
administrative assistant,sales associate,60233,4.5,Yonkers,7068,NY,3.8,Customer Service Representative I,Facebook,4.5,4.3,13,4.2
sales associate,customer service representative,26256,4.5,Yonkers,7069,NY,3.8,Store Supervisor,Facebook,4.5,4.3,10,4.2
