nextJobTwo,nextJobOne,jobId,CaBRating,city,id,state,WLBRating,title,company,CaVRating,CORating,numJobs,SLRating
,,214607,4.5,East Rutherford,13944,NJ,3.8,Social Media Associate,Facebook,4.5,4.3,7,4.2
,,57646,4.5,East Rutherford,13945,NJ,3.8,Marketing Coordinator,Facebook,4.5,4.3,7,4.2
legal intern,staff writer,194651,4.5,East Rutherford,13946,NJ,3.8,Social Media Intern,Facebook,4.5,4.3,6,4.2
,,215345,4.5,East Rutherford,13947,NJ,3.8,Outside Sales/Account Representative,Facebook,4.5,4.3,6,4.2
account manager,branch manager,14087,4.5,East Rutherford,13948,NJ,3.8,Mortgage Loan Officer,Facebook,4.5,4.3,5,4.2
,,6538,4.5,East Rutherford,13949,NJ,3.8,CISO,Facebook,4.5,4.3,4,4.2
technical recruiter,office manager,32680,4.5,East Rutherford,13950,NJ,3.8,Recruiter,Facebook,4.5,4.3,4,4.2
,,106933,4.5,East Rutherford,13951,NJ,3.8,IT Audit Compliance Specialist,Facebook,4.5,4.3,4,4.2
,marketing manager,68707,4.5,East Rutherford,13952,NJ,3.8,Social Media Specialist,Facebook,4.5,4.3,4,4.2
intern,administrative assistant,57607,4.5,East Rutherford,13953,NJ,3.8,Marketing Associate,Facebook,4.5,4.3,4,4.2
,,472028,4.5,East Rutherford,13954,NJ,3.8,Data Scientist - Analytics,Facebook,4.5,4.3,4,4.2
,,371530,4.5,East Rutherford,13955,NJ,3.8,Social Media Editor,Facebook,4.5,4.3,4,4.2
marketing associate,volunteer,13314,4.5,East Rutherford,13956,NJ,3.8,Marketing Intern,Facebook,4.5,4.3,4,4.2
,,281350,4.5,East Rutherford,13957,NJ,3.8,Data Strategist,Facebook,4.5,4.3,4,4.2
associate producer,video editor director of photography,47407,4.5,East Rutherford,13958,NJ,3.8,Video Editor,Facebook,4.5,4.3,4,4.2
,,29637,4.5,East Rutherford,13959,NJ,3.8,Investment Banking Summer Analyst,Facebook,4.5,4.3,3,4.2
,,29598,4.5,East Rutherford,13960,NJ,3.8,Investigative Analyst,Facebook,4.5,4.3,3,4.2
,,133146,4.5,East Rutherford,13961,NJ,3.8,Marketing Communications Intern,Facebook,4.5,4.3,3,4.2
business analyst,account manager,13212,4.5,East Rutherford,13962,NJ,3.8,Media Analyst,Facebook,4.5,4.3,3,4.2
,,43645,4.5,Bogota,13963,NJ,3.8,Financial Services Representative I,Facebook,4.5,4.3,27,4.2
customer service representative,head teller,20857,4.5,Bogota,13964,NJ,3.8,Teller I,Facebook,4.5,4.3,21,4.2
administrative assistant,sales associate,60233,4.5,Bogota,13965,NJ,3.8,Customer Service Representative I,Facebook,4.5,4.3,13,4.2
sales associate,customer service representative,26256,4.5,Bogota,13966,NJ,3.8,Store Supervisor,Facebook,4.5,4.3,10,4.2
member service representative,receptionist,33688,4.5,Bogota,13967,NJ,3.8,Head Teller,Facebook,4.5,4.3,10,4.2
account manager,executive assistant,134375,4.5,Bogota,13968,NJ,3.8,Social Media Coordinator,Facebook,4.5,4.3,9,4.2
,,690002,4.5,Bogota,13969,NJ,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,8,4.2
,,214607,4.5,Bogota,13970,NJ,3.8,Social Media Associate,Facebook,4.5,4.3,7,4.2
,,57646,4.5,Bogota,13971,NJ,3.8,Marketing Coordinator,Facebook,4.5,4.3,7,4.2
legal intern,staff writer,194651,4.5,Bogota,13972,NJ,3.8,Social Media Intern,Facebook,4.5,4.3,6,4.2
,,215345,4.5,Bogota,13973,NJ,3.8,Outside Sales/Account Representative,Facebook,4.5,4.3,6,4.2
account manager,branch manager,14087,4.5,Bogota,13974,NJ,3.8,Mortgage Loan Officer,Facebook,4.5,4.3,5,4.2
,,6538,4.5,Bogota,13975,NJ,3.8,CISO,Facebook,4.5,4.3,4,4.2
technical recruiter,office manager,32680,4.5,Bogota,13976,NJ,3.8,Recruiter,Facebook,4.5,4.3,4,4.2
,,106933,4.5,Bogota,13977,NJ,3.8,IT Audit Compliance Specialist,Facebook,4.5,4.3,4,4.2
,marketing manager,68707,4.5,Bogota,13978,NJ,3.8,Social Media Specialist,Facebook,4.5,4.3,4,4.2
intern,administrative assistant,57607,4.5,Bogota,13979,NJ,3.8,Marketing Associate,Facebook,4.5,4.3,4,4.2
,,472028,4.5,Bogota,13980,NJ,3.8,Data Scientist - Analytics,Facebook,4.5,4.3,4,4.2
,,371530,4.5,Bogota,13981,NJ,3.8,Social Media Editor,Facebook,4.5,4.3,4,4.2
marketing associate,volunteer,13314,4.5,Bogota,13982,NJ,3.8,Marketing Intern,Facebook,4.5,4.3,4,4.2
,,281350,4.5,Bogota,13983,NJ,3.8,Data Strategist,Facebook,4.5,4.3,4,4.2
associate producer,video editor director of photography,47407,4.5,Bogota,13984,NJ,3.8,Video Editor,Facebook,4.5,4.3,4,4.2
,,29637,4.5,Bogota,13985,NJ,3.8,Investment Banking Summer Analyst,Facebook,4.5,4.3,3,4.2
,,29598,4.5,Bogota,13986,NJ,3.8,Investigative Analyst,Facebook,4.5,4.3,3,4.2
,,133146,4.5,Bogota,13987,NJ,3.8,Marketing Communications Intern,Facebook,4.5,4.3,3,4.2
business analyst,account manager,13212,4.5,Bogota,13988,NJ,3.8,Media Analyst,Facebook,4.5,4.3,3,4.2
,,43645,4.5,Bridgewater,13989,NJ,3.8,Financial Services Representative I,Facebook,4.5,4.3,27,4.2
customer service representative,head teller,20857,4.5,Bridgewater,13990,NJ,3.8,Teller I,Facebook,4.5,4.3,21,4.2
administrative assistant,sales associate,60233,4.5,Bridgewater,13991,NJ,3.8,Customer Service Representative I,Facebook,4.5,4.3,13,4.2
sales associate,customer service representative,26256,4.5,Bridgewater,13992,NJ,3.8,Store Supervisor,Facebook,4.5,4.3,10,4.2
member service representative,receptionist,33688,4.5,Bridgewater,13993,NJ,3.8,Head Teller,Facebook,4.5,4.3,10,4.2
account manager,executive assistant,134375,4.5,Bridgewater,13994,NJ,3.8,Social Media Coordinator,Facebook,4.5,4.3,9,4.2
,,690002,4.5,Bridgewater,13995,NJ,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,8,4.2
,,214607,4.5,Bridgewater,13996,NJ,3.8,Social Media Associate,Facebook,4.5,4.3,7,4.2
,,57646,4.5,Bridgewater,13997,NJ,3.8,Marketing Coordinator,Facebook,4.5,4.3,7,4.2
legal intern,staff writer,194651,4.5,Bridgewater,13998,NJ,3.8,Social Media Intern,Facebook,4.5,4.3,6,4.2
,,215345,4.5,Bridgewater,13999,NJ,3.8,Outside Sales/Account Representative,Facebook,4.5,4.3,6,4.2
account manager,branch manager,14087,4.5,Bridgewater,14000,NJ,3.8,Mortgage Loan Officer,Facebook,4.5,4.3,5,4.2
,,6538,4.5,Bridgewater,14001,NJ,3.8,CISO,Facebook,4.5,4.3,4,4.2
technical recruiter,office manager,32680,4.5,Bridgewater,14002,NJ,3.8,Recruiter,Facebook,4.5,4.3,4,4.2
,,106933,4.5,Bridgewater,14003,NJ,3.8,IT Audit Compliance Specialist,Facebook,4.5,4.3,4,4.2
,marketing manager,68707,4.5,Bridgewater,14004,NJ,3.8,Social Media Specialist,Facebook,4.5,4.3,4,4.2
intern,administrative assistant,57607,4.5,Bridgewater,14005,NJ,3.8,Marketing Associate,Facebook,4.5,4.3,4,4.2
,,472028,4.5,Bridgewater,14006,NJ,3.8,Data Scientist - Analytics,Facebook,4.5,4.3,4,4.2
,,371530,4.5,Bridgewater,14007,NJ,3.8,Social Media Editor,Facebook,4.5,4.3,4,4.2
marketing associate,volunteer,13314,4.5,Bridgewater,14008,NJ,3.8,Marketing Intern,Facebook,4.5,4.3,4,4.2
,,281350,4.5,Bridgewater,14009,NJ,3.8,Data Strategist,Facebook,4.5,4.3,4,4.2
associate producer,video editor director of photography,47407,4.5,Bridgewater,14010,NJ,3.8,Video Editor,Facebook,4.5,4.3,4,4.2
,,29637,4.5,Bridgewater,14011,NJ,3.8,Investment Banking Summer Analyst,Facebook,4.5,4.3,3,4.2
,,29598,4.5,Bridgewater,14012,NJ,3.8,Investigative Analyst,Facebook,4.5,4.3,3,4.2
,,133146,4.5,Bridgewater,14013,NJ,3.8,Marketing Communications Intern,Facebook,4.5,4.3,3,4.2
business analyst,account manager,13212,4.5,Bridgewater,14014,NJ,3.8,Media Analyst,Facebook,4.5,4.3,3,4.2
,,1257676,4.5,Charleston,14015,TN,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,1,4.2
,,43645,4.5,Livingston,14016,NJ,3.8,Financial Services Representative I,Facebook,4.5,4.3,27,4.2
customer service representative,head teller,20857,4.5,Livingston,14017,NJ,3.8,Teller I,Facebook,4.5,4.3,21,4.2
administrative assistant,sales associate,60233,4.5,Livingston,14018,NJ,3.8,Customer Service Representative I,Facebook,4.5,4.3,13,4.2
sales associate,customer service representative,26256,4.5,Livingston,14019,NJ,3.8,Store Supervisor,Facebook,4.5,4.3,10,4.2
member service representative,receptionist,33688,4.5,Livingston,14020,NJ,3.8,Head Teller,Facebook,4.5,4.3,10,4.2
account manager,executive assistant,134375,4.5,Livingston,14021,NJ,3.8,Social Media Coordinator,Facebook,4.5,4.3,9,4.2
,,690002,4.5,Livingston,14022,NJ,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,8,4.2
,,214607,4.5,Livingston,14023,NJ,3.8,Social Media Associate,Facebook,4.5,4.3,7,4.2
,,57646,4.5,Livingston,14024,NJ,3.8,Marketing Coordinator,Facebook,4.5,4.3,7,4.2
legal intern,staff writer,194651,4.5,Livingston,14025,NJ,3.8,Social Media Intern,Facebook,4.5,4.3,6,4.2
,,215345,4.5,Livingston,14026,NJ,3.8,Outside Sales/Account Representative,Facebook,4.5,4.3,6,4.2
account manager,branch manager,14087,4.5,Livingston,14027,NJ,3.8,Mortgage Loan Officer,Facebook,4.5,4.3,5,4.2
,,6538,4.5,Livingston,14028,NJ,3.8,CISO,Facebook,4.5,4.3,4,4.2
technical recruiter,office manager,32680,4.5,Livingston,14029,NJ,3.8,Recruiter,Facebook,4.5,4.3,4,4.2
,,106933,4.5,Livingston,14030,NJ,3.8,IT Audit Compliance Specialist,Facebook,4.5,4.3,4,4.2
,marketing manager,68707,4.5,Livingston,14031,NJ,3.8,Social Media Specialist,Facebook,4.5,4.3,4,4.2
intern,administrative assistant,57607,4.5,Livingston,14032,NJ,3.8,Marketing Associate,Facebook,4.5,4.3,4,4.2
,,472028,4.5,Livingston,14033,NJ,3.8,Data Scientist - Analytics,Facebook,4.5,4.3,4,4.2
,,371530,4.5,Livingston,14034,NJ,3.8,Social Media Editor,Facebook,4.5,4.3,4,4.2
marketing associate,volunteer,13314,4.5,Livingston,14035,NJ,3.8,Marketing Intern,Facebook,4.5,4.3,4,4.2
,,281350,4.5,Livingston,14036,NJ,3.8,Data Strategist,Facebook,4.5,4.3,4,4.2
associate producer,video editor director of photography,47407,4.5,Livingston,14037,NJ,3.8,Video Editor,Facebook,4.5,4.3,4,4.2
,,29637,4.5,Livingston,14038,NJ,3.8,Investment Banking Summer Analyst,Facebook,4.5,4.3,3,4.2
,,29598,4.5,Livingston,14039,NJ,3.8,Investigative Analyst,Facebook,4.5,4.3,3,4.2
,,133146,4.5,Livingston,14040,NJ,3.8,Marketing Communications Intern,Facebook,4.5,4.3,3,4.2
business analyst,account manager,13212,4.5,Livingston,14041,NJ,3.8,Media Analyst,Facebook,4.5,4.3,3,4.2
,,1257676,4.5,North Platte,14042,NE,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,1,4.2
wellsite supervisor,drilling wellsite supervisor,51415,4.5,North Platte,14043,NE,3.8,Co,Facebook,4.5,4.3,1,4.2
,,43645,4.5,Holmdel,14044,NJ,3.8,Financial Services Representative I,Facebook,4.5,4.3,27,4.2
customer service representative,head teller,20857,4.5,Holmdel,14045,NJ,3.8,Teller I,Facebook,4.5,4.3,21,4.2
administrative assistant,sales associate,60233,4.5,Holmdel,14046,NJ,3.8,Customer Service Representative I,Facebook,4.5,4.3,13,4.2
sales associate,customer service representative,26256,4.5,Holmdel,14047,NJ,3.8,Store Supervisor,Facebook,4.5,4.3,10,4.2
member service representative,receptionist,33688,4.5,Holmdel,14048,NJ,3.8,Head Teller,Facebook,4.5,4.3,10,4.2
account manager,executive assistant,134375,4.5,Holmdel,14049,NJ,3.8,Social Media Coordinator,Facebook,4.5,4.3,9,4.2
,,690002,4.5,Holmdel,14050,NJ,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,8,4.2
,,214607,4.5,Holmdel,14051,NJ,3.8,Social Media Associate,Facebook,4.5,4.3,7,4.2
,,57646,4.5,Holmdel,14052,NJ,3.8,Marketing Coordinator,Facebook,4.5,4.3,7,4.2
legal intern,staff writer,194651,4.5,Holmdel,14053,NJ,3.8,Social Media Intern,Facebook,4.5,4.3,6,4.2
,,215345,4.5,Holmdel,14054,NJ,3.8,Outside Sales/Account Representative,Facebook,4.5,4.3,6,4.2
account manager,branch manager,14087,4.5,Holmdel,14055,NJ,3.8,Mortgage Loan Officer,Facebook,4.5,4.3,5,4.2
,,6538,4.5,Holmdel,14056,NJ,3.8,CISO,Facebook,4.5,4.3,4,4.2
technical recruiter,office manager,32680,4.5,Holmdel,14057,NJ,3.8,Recruiter,Facebook,4.5,4.3,4,4.2
,,106933,4.5,Holmdel,14058,NJ,3.8,IT Audit Compliance Specialist,Facebook,4.5,4.3,4,4.2
,marketing manager,68707,4.5,Holmdel,14059,NJ,3.8,Social Media Specialist,Facebook,4.5,4.3,4,4.2
intern,administrative assistant,57607,4.5,Holmdel,14060,NJ,3.8,Marketing Associate,Facebook,4.5,4.3,4,4.2
,,472028,4.5,Holmdel,14061,NJ,3.8,Data Scientist - Analytics,Facebook,4.5,4.3,4,4.2
,,371530,4.5,Holmdel,14062,NJ,3.8,Social Media Editor,Facebook,4.5,4.3,4,4.2
marketing associate,volunteer,13314,4.5,Holmdel,14063,NJ,3.8,Marketing Intern,Facebook,4.5,4.3,4,4.2
,,281350,4.5,Holmdel,14064,NJ,3.8,Data Strategist,Facebook,4.5,4.3,4,4.2
associate producer,video editor director of photography,47407,4.5,Holmdel,14065,NJ,3.8,Video Editor,Facebook,4.5,4.3,4,4.2
,,29637,4.5,Holmdel,14066,NJ,3.8,Investment Banking Summer Analyst,Facebook,4.5,4.3,3,4.2
,,29598,4.5,Holmdel,14067,NJ,3.8,Investigative Analyst,Facebook,4.5,4.3,3,4.2
,,133146,4.5,Holmdel,14068,NJ,3.8,Marketing Communications Intern,Facebook,4.5,4.3,3,4.2
business analyst,account manager,13212,4.5,Holmdel,14069,NJ,3.8,Media Analyst,Facebook,4.5,4.3,3,4.2
,,215345,4.5,La Vista,14070,NE,3.8,Outside Sales/Account Representative,Facebook,4.5,4.3,2,4.2
,,356263,4.5,La Vista,14071,NE,3.8,Stockhandler,Facebook,4.5,4.3,2,4.2
,,387718,4.5,La Vista,14072,NE,3.8,#3 Fibre Line Operator,Facebook,4.5,4.3,1,4.2
,,648675,4.5,La Vista,14073,NE,3.8,UI-UX Designer,Facebook,4.5,4.3,1,4.2
,,1257676,4.5,La Vista,14074,NE,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,1,4.2
material handler,laborer,8332,4.5,La Vista,14075,NE,3.8,Warehouse,Facebook,4.5,4.3,1,4.2
wellsite supervisor,drilling wellsite supervisor,51415,4.5,La Vista,14076,NE,3.8,Co,Facebook,4.5,4.3,1,4.2
executive assistant,executive administrative assistant,15954,4.5,La Vista,14077,NE,3.8,Administrative Assistant,Facebook,4.5,4.3,1,4.2
,marketing manager,68707,4.5,La Vista,14078,NE,3.8,Social Media Specialist,Facebook,4.5,4.3,1,4.2
major contributions,account executive,43537,4.5,La Vista,14079,NE,3.8,Field Support Specialist,Facebook,4.5,4.3,1,4.2
security officer,bartender,121584,4.5,La Vista,14080,NE,3.8,Warehouse Laborer,Facebook,4.5,4.3,1,4.2
,,1287325,4.5,La Vista,14081,NE,3.8,Sub Arc Welder,Facebook,4.5,4.3,1,4.2
,,308033,4.5,La Vista,14082,NE,3.8,Structural Fitter,Facebook,4.5,4.3,1,4.2
software engineer,business systems analyst,62731,4.5,La Vista,14083,NE,3.8,Business Analyst,Facebook,4.5,4.3,1,4.2
,,907567,4.5,La Vista,14084,NE,3.8,HCM Specialist,Facebook,4.5,4.3,1,4.2
,,43645,4.5,Hackensack,14085,NJ,3.8,Financial Services Representative I,Facebook,4.5,4.3,27,4.2
customer service representative,head teller,20857,4.5,Hackensack,14086,NJ,3.8,Teller I,Facebook,4.5,4.3,21,4.2
administrative assistant,sales associate,60233,4.5,Hackensack,14087,NJ,3.8,Customer Service Representative I,Facebook,4.5,4.3,13,4.2
sales associate,customer service representative,26256,4.5,Hackensack,14088,NJ,3.8,Store Supervisor,Facebook,4.5,4.3,10,4.2
member service representative,receptionist,33688,4.5,Hackensack,14089,NJ,3.8,Head Teller,Facebook,4.5,4.3,10,4.2
account manager,executive assistant,134375,4.5,Hackensack,14090,NJ,3.8,Social Media Coordinator,Facebook,4.5,4.3,9,4.2
,,690002,4.5,Hackensack,14091,NJ,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,8,4.2
,,214607,4.5,Hackensack,14092,NJ,3.8,Social Media Associate,Facebook,4.5,4.3,7,4.2
,,57646,4.5,Hackensack,14093,NJ,3.8,Marketing Coordinator,Facebook,4.5,4.3,7,4.2
legal intern,staff writer,194651,4.5,Hackensack,14094,NJ,3.8,Social Media Intern,Facebook,4.5,4.3,6,4.2
,,215345,4.5,Hackensack,14095,NJ,3.8,Outside Sales/Account Representative,Facebook,4.5,4.3,6,4.2
account manager,branch manager,14087,4.5,Hackensack,14096,NJ,3.8,Mortgage Loan Officer,Facebook,4.5,4.3,5,4.2
,,6538,4.5,Hackensack,14097,NJ,3.8,CISO,Facebook,4.5,4.3,4,4.2
technical recruiter,office manager,32680,4.5,Hackensack,14098,NJ,3.8,Recruiter,Facebook,4.5,4.3,4,4.2
,,106933,4.5,Hackensack,14099,NJ,3.8,IT Audit Compliance Specialist,Facebook,4.5,4.3,4,4.2
,marketing manager,68707,4.5,Hackensack,14100,NJ,3.8,Social Media Specialist,Facebook,4.5,4.3,4,4.2
intern,administrative assistant,57607,4.5,Hackensack,14101,NJ,3.8,Marketing Associate,Facebook,4.5,4.3,4,4.2
,,472028,4.5,Hackensack,14102,NJ,3.8,Data Scientist - Analytics,Facebook,4.5,4.3,4,4.2
,,371530,4.5,Hackensack,14103,NJ,3.8,Social Media Editor,Facebook,4.5,4.3,4,4.2
marketing associate,volunteer,13314,4.5,Hackensack,14104,NJ,3.8,Marketing Intern,Facebook,4.5,4.3,4,4.2
,,281350,4.5,Hackensack,14105,NJ,3.8,Data Strategist,Facebook,4.5,4.3,4,4.2
associate producer,video editor director of photography,47407,4.5,Hackensack,14106,NJ,3.8,Video Editor,Facebook,4.5,4.3,4,4.2
,,29637,4.5,Hackensack,14107,NJ,3.8,Investment Banking Summer Analyst,Facebook,4.5,4.3,3,4.2
